TEXT,LABELS
"['These', 'bars', 'are', 'fixed', 'with', 'tie', 'wire', 'to', 'the', 'L-shaped', 'base', 'bars', '.']","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0]"
"['It', 'is', 'convenient', 'to', 'erect', 'a', 'few', 'bars', 'at', 'first', 'just', 'enough', 'to', 'hold', 'the', 'topmost', 'circular', 'ring', 'and', 'then', 'only', 'to', 'erect', 'the', 'remaining', 'vertical', 'bars', '.']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]"
"['The', 'top', 'and', 'bottom', 'rings', 'now', 'provide', 'the', 'anchorage', 'for', 'the', 'vertical', 'bars', '.']","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
"['For', 'the', 'prototype', ',', 'the', 'foundation', 'consists', 'of', 'compacted', 'soil', 'and', 'sand', 'up', 'to', '0.5', 'm', 'above', 'the', 'existing', 'ground', 'level', '.']","[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['To', 'facilitate', 'the', 'retention', 'and', 'compaction', 'and', 'provide', 'additional', 'strength', ',', 'concrete', 'hollow', 'blocks', 'with', 'vertical', 'bars', 'along', 'the', 'circumference', 'at', 'about', '20-30', 'cm', 'centre', 'to', 'centre', 'can', 'be', 'used', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
"['However', ',', 'other', 'methods', 'that', 'would', 'serve', 'the', 'same', 'purpose', 'can', 'also', 'be', 'employed', 'depending', 'on', 'the', 'requirements', 'of', 'the', 'site', 'and', 'the', 'availability', 'of', 'type', 'of', 'local','construction', 'material', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Steps', 'to', 'prepare', 'the', 'foundation', '1', ')', 'Mark', 'the', 'location', 'of', 'the', 'foundation', 'perimeter', '(', 'circular', 'ring', ')', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
"['2', ')', 'Lay', 'the', 'blocks', '.']","[0, 0, 0, 0, 1, 0]"
"['3', ')', 'Insert', 'the', 'vertical', 'bars', '(', 'dia', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0]"
"['6', 'or', '9mm', ',', '20-30', 'cm', 'c/c', ')', ';', 'fill', 'the', 'holes', 'with', 'cement', 'mortar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
"['4', ')', 'Fill', 'the', 'space', 'with', 'soil/sand', '.']","[0, 0, 0, 0, 0, 0, 1, 0]"
"['At', 'least', 'top', '10', 'cm', 'should', 'be', 'filled', 'with', 'sand', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['5', ')', 'Compact', 'the', 'soil', 'using', 'a', 'compacting', 'hammer', 'or', 'other', 'devices', '.']","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
"['6', ')', 'Wet', 'the', 'sand', 'with', 'water', 'and', 'compact', '.']","[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
"['Step', '4', ':', 'Preparation', 'of', 'Lean', 'Concrete', 'Base', ':', 'Lean', 'concrete', 'provides', 'a', 'level', 'base', 'and', 'water-tightening', 'layer', 'for', 'the', 'concrete', 'slab', 'to', 'be', 'cast', 'upon', '.']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'layer', 'should', 'be', 'laid', 'over', 'the', 'foundation', '.']","[0, 1, 0, 0, 1, 0, 0, 1, 0]"
"['Generally', ',', '5-6', 'cm', 'thick', 'lean', 'concrete', '(', 'typically', 'a', 'mix', 'of', '1', ':', '3', ':', '5', 'by', 'weight', ')', 'is', 'used', '.']","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Step', '19', ':', 'Providing', 'Openings', 'in', 'the', 'Roof']","[0, 0, 0, 0, 1, 0, 0, 1]"
"['In', 'this', 'prototype', ',', 'two', 'layers', 'were', 'prepared', 'outside', 'the', 'tank', 'area', 'and', 'transferred', 'by', 'lifting', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
"['Generally', '4', 'to', '6', 'persons', 'are', 'required', 'for', 'moving', 'and', 'placing', 'the', 'reinforcement', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
"['Step', '6', ':', 'Laying', 'Base', 'Slab', 'Reinforcement', ':', 'The', 'two', 'layers', 'of', 'slab', 'reinforcement', 'were', 'placed', 'in', 'their', 'final', 'position', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
"['Eight', 'steel', 'channels', 'are', 'used', 'to', 'provide', 'additional', 'stiffness', 'to', 'the', 'wall', 'at', 'every', '45', 'degree', 'angle', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['These', 'channels', 'are', 'placed', 'with', 'the', 'hollow', 'part', 'facing', 'inward', '(', 'ease', 'for', 'plastering', ')', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['The', 'height', 'of', 'these', 'channels', 'will', 'be', 'equal', 'to', 'the', 'height', 'of', 'the', 'wall', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'eight', 'shallow', 'roof', 'trusses', 'will', 'be', 'welded', 'with', 'these', 'channels', 'at', 'the', 'top', '.']","[0, 0,  1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]"
"['Step', '11', ':', 'Keeping', 'Openings', 'for', 'Construction', 'and', 'Pipe', 'Works', ':', 'A', 'temporary', 'access', 'opening', 'should', 'be', 'provided', 'for', 'the', 'movement', 'of', 'the', 'workers', 'in', 'and', 'out', 'of', 'the', 'tank', 'during', 'construction', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'size', 'of', 'the', 'opening', 'should', 'be', 'large', 'enough', 'for', 'one', 'person', 'to', 'enter', 'the', 'tank', '.']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
"['This', 'opening', 'will', 'be', 'plastered', 'at', 'the', 'end', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Similarly', ',', 'openings', 'for', 'inlet', ',', 'outlet', ',', 'overflow', 'and', 'ventilation', 'pipes', 'are', 'required', 'at', 'this', 'stage', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'not', 'recommended', 'to', 'make', 'holes', 'when', 'plastering', 'has', 'been', 'completed', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['If', 'any', 'other', 'fixings', 'are', 'required', 'they', 'should', 'be', 'added', 'at', 'this', 'stage', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Step', '12', ':', 'Fixing', 'the', 'Wire', '(', 'Chicken', ')', 'Mesh', '(', 'WM1', 'and', 'WM2', ')', ':', 'Chicken', 'mesh', 'comes', 'in', 'rolls', '.']","[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
"['Normally', 'two', 'layers', 'of', 'chicken', 'mesh', 'are', 'used', '.']","[0, 0, 1, 0, 1, 1, 0, 0, 0]"
"['The', 'mesh', 'is', 'wrapped', 'around', 'the', 'wall', 'reinforcement', 'and', 'fixed', 'with', 'tie', 'wire', 'at', 'a', 'few', 'locations', '.']","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
"['It', 'is', 'convenient', 'to', 'start', 'from', 'the', 'bottom', 'and', 'move', 'upward', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['About', '10', 'cm', 'of', 'overlapping', 'is', 'recommended', 'at', 'discontinuous', 'ends', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"['Both', 'inner', 'and', 'outer', 'layers', 'should', 'be', 'placed', 'before', 'starting', 'the', 'plastering', '.']","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Step', '13', ':', 'Preparation', 'and', 'Fixing', 'of', 'the', 'Central', 'Column', ':', 'There', 'are', 'several', 'options', 'for', 'the', 'selection', ',', 'preparation', ',', 'and', 'fixing', 'of', 'central', 'columns', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]"
"['The', 'central', 'column', 'can', 'be', 'made', 'up', 'of', 'concrete', 'alone', ',', 'galvanized', 'iron', '(', 'GI', ')', 'pipe', 'filled', 'with', 'concrete', ',', 'a', 'GI', 'pipe', 'alone', ',', 'properly', 'painted', 'steel', 'pipe/tube', ',', 'or', 'ceramic', 'pipe', 'filled', 'with', 'mortar', '.']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]"
"['The', 'main', 'considerations', 'for', 'selection', 'are', 'strength', ',', 'corrosion', 'protection', 'and', 'workability', '.']","[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]"
"['The', 'mortar', 'filling', 'of', 'the', 'pipe', 'or', 'tube', 'may', 'or', 'may', 'not', 'contain', 'the', 'reinforcement', '.']","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
"['There', 'are', 'two', 'methods', 'for', 'preparation', ':', 'either', 'the', 'column', 'can', 'be', 'prepared', 'completely', 'outside', 'and', 'fixed', 'at', 'its', 'final', 'position', 'or', 'alternatively', ',', 'all', 'the', 'work', ',', 'including', 'placement', 'of', 'rebar', 'and', 'fixing', 'of', 'the', 'top', 'plate', ',', 'can', 'be', 'performed', 'when', 'it', 'is', 'erected', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Large', 'Ferro-Cement', 'Water', 'Tank', '–', 'UNHCR', ',', 'July', '2006', '-13-', 'NOTE', ':', 'Considering', 'several', 'factors', ',', 'it', 'is', 'strongly', 'recommended', 'to', 'finish', 'the', 'column', 'to', 'the', 'ready-to-fill', 'stage', 'before', 'erecting', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
"['The', 'dowel', 'bars', 'coming', 'out', 'of', 'the', 'base', 'slab', 'at', 'the', 'slab', 'centre', 'should', 'be', 'encased', 'by', 'the', 'bottom', 'end', 'of', 'the', 'pipe', '.']","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
"['If', 'required', ',', 'some', 'temporary', 'support', 'may', 'be', 'provided', '.']","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
"['The', 'plate', 'at', 'the', 'top', 'of', 'the', 'column', 'may', 'be', 'fixed', 'before', 'or', 'after', 'erection', '.']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]"
"['It', 'is', 'generally', 'welded', 'with', 'the', 'column', 'rebar', 'at', 'top', '.']","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
"['Step', '14', ':', 'Plastering', 'the', 'Wall', ':', 'Once', 'wall', 'reinforcement', 'and', 'central', 'column', 'erection', 'have', 'been', 'completed', ',', 'the', 'wall', 'is', 'ready', 'for', 'plastering', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
"['The', 'first', 'step', 'for', 'plastering', 'is', 'the', 'preparation', 'of', 'the', 'mortar', '(', 'sand', 'and', 'cement', 'only', ',', 'ratio', '1:2', ')', 'with', 'a', 'workable', 'consistency', '(', 'limiting', 'water', 'cement', 'ratio', 'in', 'the', 'range', 'of', '0.35', 'to', '0.45', 'by', 'weight', 'gives', 'the', 'optimum', 'results', ',', 'and', 'helps', 'to', 'attain', 'low', 'porosity', 'of', 'the', 'mixture', ')', '.']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"['It', 'is', 'easier', 'to', 'work', 'the', 'inside', 'face', 'first', 'and', 'then', 'the', 'outer', 'face', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['The', 'plaster', 'is', 'applied', 'by', 'the', 'mason', 'from', 'the', 'inside', ',', 'pushing', 'the', 'mortar', 'into', 'the', 'layers', 'of', 'mesh', ',', 'with', 'a', 'helper', 'holding', 'a', 'sheet', 'of', 'plywood/wooden', 'plank', 'on', 'the', 'corresponding', 'area', 'outside', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['Therefore', 'the', 'plastering', 'of', 'the', 'first', 'face', 'requires', 'at', 'least', 'two', 'persons', ',', 'one', 'to', 'hold', 'the', 'plywood/wooden', 'plank', 'at', 'outer', 'face', ',', 'and', 'a', 'mason', 'to', 'plaster', 'from', 'inside', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['However', ',', 'once', 'one', 'face', 'has', 'been', 'completed', ',', 'the', 'already', 'completed', 'side', 'acts', 'as', 'a', 'wooden', 'plank', 'for', 'the', 'other', 'face', ',', 'thus', 'eliminating', 'the', 'need', 'for', 'temporary', 'support', 'on', 'the', 'opposite', 'face', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Roof', 'Step', '15', ':', 'Preparation', 'of', 'Roof', 'Shallow', 'Truss', ':', 'Eight', 'roof', 'trusses', 'of', 'about', '10', 'cm', 'depth', 'made', 'up', 'of', '9mm', '(', 'top', 'and', 'bottom', ')', 'and', '6', 'mm', '(', 'vertical', 'and', 'diagonal', ')', 'welded', 'bars', 'are', 'used', 'to', 'stiffen', 'the', 'roof', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['While', 'cutting', 'bars', 'for', 'the', 'trusses', ',', 'additional', 'lengths', 'are', 'required', 'to', 'facilitate', 'welding', 'with', 'the', 'C-channels', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
"['These', 'trusses', 'are', 'braced', 'laterally', 'by', 'similar', 'trusses', 'at', 'their', 'mid-length', ',', 'forming', 'an', 'octagon', '.']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
"['If', 'the', 'welding', 'facility', 'is', 'difficult', 'to', 'mobilize', 'to', 'the', 'site', ',', 'a', 'simpler', 'method', 'like', 'nuts', 'and', 'bolts', 'or', 'other', 'hooking', 'mechanisms', 'can', 'substitute', 'the', 'welding', 'needs', '.']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]"
"['Step', '17', ':', 'Placement', 'of', 'Roof', 'Reinforcements', ':', 'Once', 'the', 'main', 'and', 'bracing', 'roof', 'trusses', 'have', 'been', 'placed', ',', 'the', 'circumferential', 'and', 'radial', 'bars', 'for', 'the', 'roof', 'must', 'be', 'placed', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Some', 'of', 'the', 'radial', 'bars', 'can', 'be', 'curtailed', 'at', 'midlength', 'along', 'the', 'roof', 'surface', '.']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"['The', 'portions', 'of', 'the', 'vertical', 'bars', 'extending', 'above', 'the', 'height', 'of', 'the', 'wall', 'are', 'bent', 'into', 'the', 'roof', '.']","[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Step', '18', ':', 'Providing', 'Openings', 'in', 'the', 'Roof', ':', 'At', 'least', 'one', 'manhole', 'should', 'be', 'constructed', 'as', 'access', 'to', 'the', 'tank', '’', 's', 'interior', 'for', 'inspection', ',', 'cleaning', 'and', 'repair', 'purposes', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
"['An', 'additional', 'hole', 'may', 'be', 'constructed', 'for', 'fixing', 'inlet', 'or', 'ventilation', 'pipes', '.']","[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0]"
"['An', 'additional', 'bar', 'of', '9mm', 'can', 'be', 'placed', 'along', 'the', 'perimeter', 'of', 'the', 'opening', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
"['Step', '19', ':', 'Plastering', 'of', 'Roof', 'Trusses', ':', 'The', 'roof', 'trusses', 'perform', 'basically', 'two', 'functions', ':', 'during', 'construction', 'they', 'act', 'as', 'support', 'for', 'the', 'wet', 'roof', 'surface', 'and', ',', 'throughout', 'the', 'life', 'of', 'the', 'structure', ',', 'they', 'act', 'as', 'stiffeners', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Therefore', 'these', 'trusses', '(', 'main', 'and', 'bracing', ')', 'are', 'plastered', 'before', 'plastering', 'the', 'roof', 'surface', '.']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
"['The', 'process', 'of', 'plastering', 'these', 'trusses', 'is', 'similar', 'to', 'that', 'for', 'walls', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
"['Step', '20', ':', 'Temporary', 'Formwork', 'for', 'Plastering', 'Roof', 'Surface', ':', 'Similar', 'to', 'the', 'walls', ',', 'the', 'plastering', 'of', 'the', 'roof', 'is', 'also', 'carried', 'out', 'from', 'the', 'top', 'against', 'a', 'sheet', 'of', 'plywood/wooden', 'plank', 'placed', 'on', 'the', 'working', 'area', 'underside', '.']","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
"['This', 'requires', 'a', 'temporary', 'formwork', 'for', 'supporting', 'the', 'wooden', 'plank/plywood', '.']","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0]"
"['A', 'plank/plywood', 'may', 'be', 'supported', 'by', '2-3', 'props', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['Step', '21', ':', 'Plastering', 'the', 'Roof', 'Surface', ':', 'As', 'explained', 'previously', ',', 'plastering', 'the', 'roof', 'is', 'also', 'carried', 'out', 'from', 'the', 'top', 'against', 'a', 'sheet', 'of', 'plywood/wooden', 'plank', 'placed', 'on', 'the', 'working', 'area', 'underside', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
"['It', 'is', 'highly', 'recommended', 'to', 'plaster', 'the', 'area', 'near', 'the', 'truss', 'first', 'and', 'progress', 'sideways', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Step', '22', ':', 'Plastering', 'the', 'Temporary', 'Openings', ':', 'These', 'areas', 'should', 'be', 'the', 'last', 'items', 'to', 'be', 'plastered', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Now', 'the', 'roof', 'opening', 'should', 'be', 'used', 'an', 'access', '.']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]"
"['One', 'person', 'should', 'enter', 'into', 'the', 'tank', 'through', 'the', 'permanent', 'opening', 'in', 'roof', 'to', 'assist', 'plastering', '.']","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
"['The', 'temporarily', 'bent', 'bars', 'at', 'the', 'openings', 'should', 'be', 'straightened', 'before', 'closing', 'with', 'mesh', 'and', 'plastering', '.']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]"
"['Step', '23', ':', 'Finishing', 'the', 'Surface', ':', 'The', 'excess', 'mortar', 'and', 'uneven', 'surfaces', 'should', 'be', 'brushed', 'off', 'to', 'finish', 'the', 'surface', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
"['Pipes', 'Manual', '.']","[1, 1, 0]"
"['Pipes', 'Manual', 'Checklist', ':', 'Pipes', ':', 'Detailed', 'schedule', 'of', 'trenching', 'process', ',', 'including', 'possible', 'obstacles', ',', 'trench', 'dimensions', ',', 'and', 'time', 'estimates', 'Summary', 'of', 'suppliers', 'and', 'quotes', ';', 'confirmation', 'from', 'specific', 'chosen', 'supplier', 'for', 'installation', 'dates', 'Breakdown', 'of', 'the', 'roles', 'of', 'the', 'travel', 'team', 'and', 'volunteers', 'in', 'this', 'project', 'Detailed', 'schedule', 'of', 'pipe', 'implementation', 'process', 'Details', 'on', 'O', '&', 'M', '(', 'can', 'be', 'separate', 'manual', ')', 'with', 'specific', 'roles', 'for', 'volunteers', 'who', 'are', 'maintaining', 'the', 'pipelinehttps', ':', '?', 'usp=sharing', 'Sources', ':', 'https', ':', 'Implementation', ':', 'Depth', '&', 'Width', ':', 'Pipe', 'trench', 'depth', 'and', 'width', 'depends', 'on', 'the', 'diameter', 'of', 'our', 'piping', '.']","[1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
"['If', 'we', 'go', 'with', 'a', 'pipe', '3-5', 'inches', 'in', 'diameter', ',', 'the', 'trench', 'would', 'have', 'to', 'be', 'about', '18', 'inches', 'deep', 'and', '16', 'inches', 'wide', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['For', '6+', 'inch', 'diameter', 'pipes', ',', 'depth', 'would', 'be', '24', 'inches', 'deep', 'and', '18', 'inches', 'wide', '.']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"